Especies,Conteo,Localidad,Tipo de Observación,Fecha de la Observación,HORA DE INICIO,DURACION,DISTANCIA RECORRIDA,AREA CUBIERTA,ELEVACIóN:,Número de Personas que Salieron a Observar Aves,Lista completa,# de especies,Detalles
Chorlo Dorado (Pluvialis dominica),120,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Tero (Vanellus chilensis),8,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Jacana (Jacana jacana),6,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Playero Menor Patas Amarillas (Tringa flavipes),8,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Playero Mayor Patas Amarillas (Tringa melanoleuca),2,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Playerito Canela (Calidris subruficollis),70,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Playerito Pecho Gris (Calidris melanotos),35,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Gaviota Capucho Café (Chroicocephalus maculipennis),1,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Cigüeña Común (Ciconia maguari),8,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Cigüeña Cabeza Pelada (Mycteria americana),3,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Biguá (Nannopterum brasilianum),9,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Cuervillo de Cañada (Plegadis chihi),20,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Cuervillo Cara Pelada (Phimosus infuscatus),25,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Bandurria Mora (Theristicus caerulescens),3,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Espátula Rosada (Platalea ajaja),4,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Garza Bruja (Nycticorax nycticorax),1,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Garza Blanca Chica (Egretta thula),8,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Garza Blanca Grande (Ardea alba),5,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Garza Mora (Ardea cocoi),2,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Carpintero Nuca Roja (Colaptes melanochloros),3,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Carpintero de Campo (Colaptes campestris),2,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Carancho (Caracara plancus),10,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Chimango (Daptrius chimango),3,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Halconcito (Falco sparverius),1,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Cotorra (Myiopsitta monachus),5,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Hornero (Furnarius rufus),4,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Tiquitiqui Oscuro (Serpophaga nigricans),1,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Churrinche (Pyrocephalus rubinus),2,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Pico de Plata (Hymenops perspicillatus),6,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Viudita Blanca Común (Xolmis irupero),3,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Benteveo (Pitangus sulphuratus),4,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Benteveo Real (Tyrannus melancholicus),3,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Tijereta (Tyrannus savana),4,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Golondrina Ceja Blanca (Tachycineta leucorrhoa),2,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Golondrina Azul Grande (Progne chalybea),2,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Golondrina Parda Grande (Progne tapera),4,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Golondrina Azul Chica (Pygochelidon cyanoleuca),2,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Golondrina Tijereta (Hirundo rustica),40,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Ratonera (Troglodytes musculus),3,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Cachirla Chica (Anthus chii),3,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Cachirla Común (Anthus furcatus),8,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Cachirla Uña Larga (Anthus correndera),1,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Cabecitanegra (Spinus magellanicus),3,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Chingolo (Zonotrichia capensis),3,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Tordo Común (Molothrus bonariensis),4,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Músico (Agelaioides badius),3,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Garibaldino (Chrysomus ruficapillus),1,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Pecho Amarillo (Pseudoleistes virescens),4,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Cardenal Copete Rojo (Paroaria coronata),4,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Dorado (Sicalis flaveola),7,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
Misto (Sicalis luteola),2,"Departamento de Rocha, UY (-34.296, -53.857)",Con Desplazamiento,18-dic-2024,6:03,"3 hora(s), 23 minuto(s)",5.82 kilómetro(s),,,4,true,61 especies,
