Especies,Conteo,Localidad,Tipo de Observación,Fecha de la Observación,HORA DE INICIO,DURACION,DISTANCIA RECORRIDA,AREA CUBIERTA,ELEVACIóN:,Número de Personas que Salieron a Observar Aves,Lista completa,# de especies,Detalles
Chiví (Vireo chivi),4,Laguna de Castillos--Área general,Con Desplazamiento,13/01/2025,06:23 AM,"3 hora(s), 18 minuto(s)",4.446 kilómetro(s),,,5,true,45 especies,
Golondrina Ceja Blanca (Tachycineta leucorrhoa),7,Laguna de Castillos--Área general,Con Desplazamiento,13/01/2025,06:23 AM,"3 hora(s), 18 minuto(s)",4.446 kilómetro(s),,,5,true,45 especies,
Golondrina Parda Grande (Progne tapera),3,Laguna de Castillos--Área general,Con Desplazamiento,13/01/2025,06:23 AM,"3 hora(s), 18 minuto(s)",4.446 kilómetro(s),,,5,true,45 especies,
Golondrina Tijereta (Hirundo rustica),8,Laguna de Castillos--Área general,Con Desplazamiento,13/01/2025,06:23 AM,"3 hora(s), 18 minuto(s)",4.446 kilómetro(s),,,5,true,45 especies,
Ratonera (Troglodytes musculus),5,Laguna de Castillos--Área general,Con Desplazamiento,13/01/2025,06:23 AM,"3 hora(s), 18 minuto(s)",4.446 kilómetro(s),,,5,true,45 especies,
Cachirla Chica (Anthus chii),10,Laguna de Castillos--Área general,Con Desplazamiento,13/01/2025,06:23 AM,"3 hora(s), 18 minuto(s)",4.446 kilómetro(s),,,5,true,45 especies,
Chingolo (Zonotrichia capensis),7,Laguna de Castillos--Área general,Con Desplazamiento,13/01/2025,06:23 AM,"3 hora(s), 18 minuto(s)",4.446 kilómetro(s),,,5,true,45 especies,
Pecho Colorado (Leistes superciliaris),3,Laguna de Castillos--Área general,Con Desplazamiento,13/01/2025,06:23 AM,"3 hora(s), 18 minuto(s)",4.446 kilómetro(s),,,5,true,45 especies,
Tordo Pico Corto (Molothrus rufoaxillaris),2,Laguna de Castillos--Área general,Con Desplazamiento,13/01/2025,06:23 AM,"3 hora(s), 18 minuto(s)",4.446 kilómetro(s),,,5,true,45 especies,
Federal (Amblyramphus holosericeus),6,Laguna de Castillos--Área general,Con Desplazamiento,13/01/2025,06:23 AM,"3 hora(s), 18 minuto(s)",4.446 kilómetro(s),,,5,true,45 especies,
Garibaldino (Chrysomus ruficapillus),5,Laguna de Castillos--Área general,Con Desplazamiento,13/01/2025,06:23 AM,"3 hora(s), 18 minuto(s)",4.446 kilómetro(s),,,5,true,45 especies,
Cardenal Copete Rojo (Paroaria coronata),3,Laguna de Castillos--Área general,Con Desplazamiento,13/01/2025,06:23 AM,"3 hora(s), 18 minuto(s)",4.446 kilómetro(s),,,5,true,45 especies,
Sietevestidos (Poospiza nigrorufa),3,Laguna de Castillos--Área general,Con Desplazamiento,13/01/2025,06:23 AM,"3 hora(s), 18 minuto(s)",4.446 kilómetro(s),,,5,true,45 especies,
Dorado (Sicalis flaveola),6,Laguna de Castillos--Área general,Con Desplazamiento,13/01/2025,06:23 AM,"3 hora(s), 18 minuto(s)",4.446 kilómetro(s),,,5,true,45 especies,
Misto (Sicalis luteola),15,Laguna de Castillos--Área general,Con Desplazamiento,13/01/2025,06:23 AM,"3 hora(s), 18 minuto(s)",4.446 kilómetro(s),,,5,true,45 especies,
Gargantillo (Sporophila caerulescens),3,Laguna de Castillos--Área general,Con Desplazamiento,13/01/2025,06:23 AM,"3 hora(s), 18 minuto(s)",4.446 kilómetro(s),,,5,true,45 especies,
